bin,is_bin_thumbnail,mesh_id_10k,source_10k,bin_scalar,non_sph_va,non_sph_vm,non_sph_w,eta_V,eta_A,eta_M,i11_over_i00,i22_over_i00,f_gt,f_minnaert,f_strasberg,f_pred_residual,f_pred_direct,ape_minnaert,ape_strasberg,ape_residual,ape_direct
0,False,VOF/bubble.0109.37.obj,VOF,0.06082208827137947,0.0019468637,0.0020291281,0.06082209,0.9999505,0.999997,1.0000011,1.0288264,1.0604117,5.293829507,5.255093770093691,5.29317259198431,5.293989453833147,5.297182389379274,0.7317148550985488,0.012409070122516434,0.0030213824025787186,0.06333566985564264
0,False,VOF/bubble.0212.59.obj,VOF,0.10087578743696213,0.021875076,0.023051303,0.10087579,0.999873,0.9999917,1.0000025,1.3998477,1.4784163,5.320772492,5.255093770093691,5.317423017895049,5.32114970718276,5.31915765216407,1.2343832029100987,0.06295089876492507,0.007089481524103186,0.030349725314466492
0,False,VOF/bubble.0165.22.obj,VOF,0.10811206698417664,0.009351717,0.009068941,0.10811207,0.99990356,0.9999889,1.0000035,1.0441637,1.2234075,5.302957976,5.255093770093691,5.302071283455895,5.302539894792076,5.3044486805555815,0.9025944788348718,0.016720716025246447,0.007883924591065784,0.02811081216045872
0,False,VOF/bubble.0217.2.obj,VOF,0.14652210474014282,0.030699508,0.027763324,0.1465221,0.99985796,0.9999844,1.0000055,1.0433109,1.3915479,5.329406202,5.255093770093691,5.326060480228884,5.329165086712037,5.32961841167595,1.394384835564271,0.06277850935551824,0.004524243017404582,0.003981863417920323
0,False,VOF/bubble.0183.56.obj,VOF,0.15231455862522125,0.027170949,0.028550604,0.15231456,0.99968684,0.9999459,1.0000091,1.4381183,1.5145538,5.32698362,5.255093770093691,5.320373129691461,5.327587800560202,5.325582354821668,1.3495414109478605,0.12409443655354972,0.011341888830557248,0.02630504011822299
0,True,VOF/bubble.0304.36.obj,VOF,0.15813720226287842,0.009737316,0.00982766,0.1581372,0.9998053,0.9999685,1.0000069,1.1421468,1.2510357,5.302932578,5.255093770093691,5.30136877632368,5.3027597967437,5.303901102762925,0.9021198592034871,0.02948937504518987,0.0032582208760587113,0.018263946385874107
0,False,VOF/bubble.0294.51.obj,VOF,0.17878279089927673,0.047205422,0.049803663,0.17878279,0.99973506,0.99996775,1.0000098,1.6504265,1.8782463,5.35770394,5.255093770093691,5.355779402926279,5.360165104153062,5.358387737407191,1.9151892500112608,0.035920929847447124,0.045936919632427284,0.012762881541201577
0,False,LBM/bubble.0100.101.obj,LBM,0.18134641647338867,0.03558594,0.038974866,0.18134642,0.99992913,0.99998575,1.0000026,1.5064684,1.6407741,5.339294173737407,5.255093770093691,5.331182272182749,5.340063119605784,5.339111848012988,1.5769950278798368,0.15192835027817614,0.014401638931202469,0.0034147907660974303
0,False,LBM/bubble.0107.168.obj,LBM,0.18589340150356293,0.020791054,0.02208916,0.1858934,0.99902135,0.9996835,1.000046,1.0712924,1.240999,5.314718373532348,5.255093770093691,5.302511665793799,5.312300368740432,5.315753662383593,1.1218770073611446,0.22967741431680933,0.045496386110647165,0.019479655900505464
0,False,VOF/bubble.0256.9.obj,VOF,0.1862451732158661,0.04222069,0.03726543,0.18624517,0.9964662,0.9999626,1.0000296,1.1081643,1.4519796,5.339606175,5.255093770093691,5.329878811631271,5.338047692275,5.342667089322605,1.5827460328815264,0.1821737980278799,0.029187222314194343,0.05732472063082071
