bin,is_bin_thumbnail,mesh_id_10k,source_10k,bin_scalar,non_sph_va,non_sph_vm,non_sph_w,eta_V,eta_A,eta_M,i11_over_i00,i22_over_i00,f_gt,f_minnaert,f_strasberg,f_pred_residual,f_pred_direct,ape_minnaert,ape_strasberg,ape_residual,ape_direct
0,False,VOF/bubble.0200.57.obj,VOF,1.0070794820785522,0.0035035233,0.0036549042,0.16870962,0.99982333,0.9999676,1.0000073,1.0070795,1.0185187,5.294100465,5.255093770093691,5.292622813125163,5.296446874415789,5.297390148185289,0.7367955172779109,0.027911292666341254,0.04432121058717862,0.06213866183760317
0,False,VOF/bubble.0076.48.obj,VOF,1.0324207544326782,0.10489939,0.10656075,0.5504714,0.9820731,0.99265677,1.0033399,1.0324208,1.589196,5.422830029,5.255093770093691,5.3860665390673255,5.429248699529778,5.4197291050675895,3.093149849973094,0.6779391892438481,0.11836385236957245,0.05718276095373558
0,False,VOF/bubble.0270.7.obj,VOF,1.0344456434249878,0.009480882,0.009826038,0.28502643,0.99941695,0.99982655,1.0000424,1.0344456,1.0673071,5.298174003,5.255093770093691,5.293310942821939,5.299861291630837,5.3005460524600725,0.8131147237126544,0.09178747574744461,0.03184660658335503,0.044771075067176216
0,False,VOF/bubble.0222.8.obj,VOF,1.0369973182678223,0.04729803,0.041594863,0.27523297,0.9997398,0.999927,1.0000327,1.0369973,1.4692767,5.348886067,5.255093770093691,5.344863210037084,5.35386861452734,5.347775521608897,1.753492142690445,0.07520924754286248,0.09315112464407707,0.02076218070813264
0,True,VOF/bubble.0182.13.obj,VOF,1.0374394655227661,0.027940918,0.030836528,0.45545006,0.99608386,0.99787587,1.0006094,1.0374395,1.070731,5.313353397,5.255093770093691,5.293384712183801,5.316616555194289,5.315117478489156,1.0964756633579815,0.37582075431823275,0.06141428868879055,0.03320090642100993
0,False,VOF/bubble.0180.55.obj,VOF,1.038610816001892,0.08011238,0.07355316,0.32356063,0.99336445,0.99814904,1.0003703,1.0386108,1.5238019,5.3887574,5.255093770093691,5.360445233680823,5.385830515062052,5.389458436809715,2.480416541043574,0.5253932255175869,0.05431465402298937,0.013009247915199751
0,False,VOF/bubble.0178.18.obj,VOF,1.0407605171203613,0.021989573,0.021823432,0.37049302,0.9986836,0.9994988,1.0001138,1.0407605,1.2307935,5.311944814,5.255093770093691,5.302954061237095,5.311668634484638,5.312094111587819,1.0702491440888993,0.16925538720224315,0.005199216577592891,0.0028106012589833793
0,False,VOF/bubble.0147.64.obj,VOF,1.0421212911605835,0.009880332,0.009493957,0.05898188,0.99995744,0.999998,1.0000006,1.0421213,1.2332448,5.303968959,5.255093770093691,5.303128119268438,5.302273798873048,5.305332132479998,0.9214833134227822,0.01585302889329736,0.03196021960262528,0.025701007877974753
0,False,VOF/bubble.0217.2.obj,VOF,1.0433108806610107,0.030699508,0.027763324,0.1465221,0.99985796,0.9999844,1.0000055,1.0433109,1.3915479,5.329406202,5.255093770093691,5.326060480228884,5.329165086712037,5.32961841167595,1.394384835564271,0.06277850935551824,0.004524243017404582,0.003981863417920323
0,False,VOF/bubble.0271.14.obj,VOF,1.0447582006454468,0.046893965,0.04146308,0.20536877,0.9997441,0.9999589,1.0000137,1.0447582,1.4743704,5.349291647,5.255093770093691,5.344768926096867,5.351159725374435,5.349314678973623,1.7609411324420474,0.08454803367600582,0.03492197654772818,0.00043056118720764575
