bin,is_bin_thumbnail,mesh_id_10k,source_10k,bin_scalar,non_sph_va,non_sph_vm,non_sph_w,eta_V,eta_A,eta_M,i11_over_i00,i22_over_i00,f_gt,f_minnaert,f_strasberg,f_pred_residual,f_pred_direct,ape_minnaert,ape_strasberg,ape_residual,ape_direct
0,False,LBM/bubble.0023.10.obj,LBM,0.47036072611808777,0.49831843,0.70462424,0.8783636,0.19602409,0.47036073,1.2513943,16.260195,16.439062,7.004015678,5.255093770093691,6.023894467715541,6.766356563303805,6.775416709754079,24.9702740300792,13.993703831404513,3.3931836480991184,3.263827192220066
0,False,LBM/bubble.0055.3.obj,LBM,0.5328572392463684,0.53581226,0.72464895,0.91321474,0.17419504,0.53285724,1.5322169,2.9809978,3.4944081,6.818711219,5.255093770093691,5.549025480804783,6.770028357591643,6.77059246469486,22.93127540801797,18.620611687694012,0.7139598649185225,0.7056869364266267
0,False,LBM/bubble.0045.65.obj,LBM,0.6029480695724487,0.566824,0.794298,0.9718302,0.20020673,0.60294807,2.2275875,4.008247,4.7127624,6.740546447,5.255093770093691,5.750537427017439,6.866303081948739,6.809983368910591,22.037570523194546,14.687370345518236,1.865674184393598,1.0301378746747627
0,False,LBM/bubble.0092.9.obj,LBM,0.6880781650543213,0.5004252,0.6935874,0.8841343,0.32778722,0.68807817,1.4910698,15.378563,15.663223,6.626512991,5.255093770093691,6.019770852990943,6.534389365211946,6.5526150605212035,20.695941029149783,9.156280819687858,1.3902278002499162,1.1151857783899841
0,True,LBM/bubble.0082.23.obj,LBM,0.7722241282463074,0.36334512,0.5364578,0.76703423,0.44787657,0.7722241,1.3514891,4.5350447,4.8988814,6.082337862,5.255093770093691,5.606363265389431,6.062749586336285,6.047472505690078,13.600758633856858,7.82552050559813,0.3220517522726785,0.5732229465210517
0,False,LBM/bubble.0057.35.obj,LBM,0.8043676614761353,0.47623256,0.69741255,0.95086694,0.32817784,0.80436766,1.9654585,2.2745447,2.7777867,6.086188342,5.255093770093691,5.484655164516921,6.181336984759342,6.1295148102281365,13.65541986551801,9.883578089951243,1.563353570620437,0.7118818182005036
0,False,VOF/bubble.0215.18.obj,VOF,0.8050406575202942,0.21029505,0.38099813,0.7396349,0.66712826,0.80504066,1.1076589,1.5555097,2.0018005,5.754467703,5.255093770093691,5.39652586427881,5.741770827741673,5.7514513595434895,8.678021298928643,6.220242378536303,0.2206437834677198,0.05241741916352044
0,False,LBM/bubble.0015.5.obj,LBM,0.8277940154075623,0.5767429,0.80398875,0.95607686,0.260547,0.827794,2.88512,1.6851993,2.2306776,6.61945437,5.255093770093691,5.446661024505926,6.643486477597632,6.528101438833455,20.61137555520772,17.717371854835733,0.3630526967078737,1.380067390154763
0,False,LBM/bubble.0108.216.obj,LBM,0.8304188251495361,0.334832,0.44778335,0.68071306,0.6519934,0.8304188,1.0209332,18.007542,18.10016,6.117162723,5.255093770093691,6.058884193954867,6.130481108655288,6.128925167640563,14.092627447443975,0.9527052276378138,0.21772161798495432,0.19228595303403914
0,False,VOF/bubble.0301.25.obj,VOF,0.841621458530426,0.3288549,0.44482848,0.73998946,0.70701355,0.84162146,1.0219649,10.868958,11.354312,6.080832001,5.255093770093691,5.945383966675081,6.082164581561914,6.0822916220354735,13.57936267225465,2.227458911916076,0.02191444463018582,0.02400364021294014
1,False,LBM/bubble.0107.6.obj,LBM,0.8464081287384033,0.24629803,0.34592193,0.5625407,0.6563658,0.8464081,1.083132,6.8769035,7.1199975,5.798270607,5.255093770093691,5.706738004658615,5.791310692665987,5.805628771153772,9.36791111905946,1.5786190149676935,0.12003431377643368,0.12690273794550286
1,False,VOF/bubble.0178.33.obj,VOF,0.8488957285881042,0.34442878,0.4683471,0.7891414,0.67956567,0.8488957,1.0339514,15.113569,15.384815,6.13805574,5.255093770093691,6.00935732967121,6.115062807407082,6.117971941424477,14.385043201095298,2.0967292540225526,0.37459634722898083,0.3272013065088842
